ID	LEMMA	UPOS	GENERE	WRITTEN REPRESENTATION	ID LEMMA VARIANT	TRADUZIONI	URI ITALIANO
2237	dinocchiu	NOUN	m	["dinocchiu","rinocchiu","dinucchiuna","ginocchiu","inocchiu","jinocchiu"]	[]	["ginocchio"]	["http://liita.it/data/id/lemma/995737"]
2239	Diotru	PROPN	m	["Diotru","Liotru"]	[]	["Liotro","elefante"]	[]
2240	arruzzulari	VERB		["arruzzulari","arruzzuliari"]	[]	["far rotolare giù","ruzzolare"]	["http://liita.it/data/id/lemma/1032532"]
2241	dipintari	VERB		["dipintari"]	[]	["dipingere"]	["http://liita.it/data/id/lemma/984597"]
2243	dipricari	VERB		["dupricari","dipricari"]	[]	["duplicare"]	["http://liita.it/data/id/lemma/987214"]
2244	arsìcula	ADJ	f	["arsìcula"]	[]	["arido"]	["http://liita.it/data/id/lemma/965987"]
2245	arsira	ADV		["arsira","assira","ajersira","aieri sira","aiersira","ajerisira","aierisira","ajeri sira"]	[]	["ieri sera"]	[]
2246	disàiru	NOUN	m	["disàiru"]	[]	["riprensione","rimprovero"]	["http://liita.it/data/id/lemma/1096977","http://liita.it/data/id/lemma/1029928"]
2250	disària	NOUN	f	["disària"]	[]	["riprensione","rimprovero"]	["http://liita.it/data/id/lemma/1096977","http://liita.it/data/id/lemma/1029928"]
2247	arsoliu	NOUN	m	["arsoliu"]	[]	["petrolio","gasolio"]	["http://liita.it/data/id/lemma/1020123","http://liita.it/data/id/lemma/994806"]
2248	disamuratu	ADJ	m	["disamuratu"]	[]	["disamorato"]	["http://liita.it/data/id/hypolemma/24385"]
2249	artanìta	NOUN	f	["artanìta"]	[]	["ciclamino"]	["http://liita.it/data/id/lemma/976450"]
2251	aruca	NOUN	f	["aruca"]	[]	["ruca","bruco"]	["http://liita.it/data/id/lemma/1032349","http://liita.it/data/id/lemma/971854","http://liita.it/data/id/lemma/1097134"]
2252	disarrittari	VERB		["disarrittari"]	[]	["afflosciarsi","afflosciare"]	["http://liita.it/data/id/lemma/961782","http://liita.it/data/id/lemma/961781"]
2253	arvanetta	NOUN	f	["arvanetta","ervanetta","arvaretta"]	[]	["vaso di piccola creta","barattolo","vaso largo e poco fondo"]	["http://liita.it/data/id/lemma/968867"]
2254	discàdiri	VERB		["discàdiri"]	[]	["decadere","discadere"]	["http://liita.it/data/id/lemma/984985","http://liita.it/data/id/lemma/982419"]
2255	àrvanu	NOUN	m	["àrbanu","àrvanu"]	[]	["platano","specie di pioppo"]	["http://liita.it/data/id/lemma/1021289"]
2256	discausari	VERB		["discausari"]	[]	["discalzare"]	["http://liita.it/data/id/lemma/984989"]
2258	disciurari	VERB		["disciurari"]	[]	["logorarsi","sfigurarsi"]	["http://liita.it/data/id/lemma/1006886","http://liita.it/data/id/lemma/1037746"]
2260	discuitu	NOUN	m	["discuitu"]	[]	["negligenza","incuria"]	["http://liita.it/data/id/lemma/1000464","http://liita.it/data/id/lemma/1013702"]
2261	arvuzzi	NOUN		["arvuzzi"]	[]	["asfodelo ramoso"]	[]
2262	disèrramu	ADJ	m	["èrramu","disèrrimu","lèrcamu","jèrrimu","èrcamu","èrrimu","disèrramu","ièrrimu","sdisèrramu","malèrramu"]	[]	["poltrone","ramingo","che vaga senza meta","vagabondo","ozioso"]	["http://liita.it/data/id/lemma/1108860","http://liita.it/data/id/lemma/1016989","http://liita.it/data/id/lemma/1026558","http://liita.it/data/id/lemma/1050473"]
2263	àrzanu	NOUN	m	["àrzanu"]	[]	["abete"]	["http://liita.it/data/id/lemma/960087"]
2265	arziari	VERB		["arziari"]	[]	["detto di ferita o della lingua","bruciare"]	["http://liita.it/data/id/lemma/971836"]
2266	arziddari	VERB		["arziddari"]	[]	["scalciare con le zampe posteriori"]	[]
2267	disfizziari	VERB		["disfizziari"]	[]	["sfiduciarsi"]	["http://liita.it/data/id/lemma/1037736"]
2268	arziddu	NOUN	m	["arziddu"]	[]	["calcio"]	["http://liita.it/data/id/lemma/972714","http://liita.it/data/id/lemma/1090163","http://liita.it/data/id/lemma/972715"]
2269	disfizziu	NOUN	m	["disfizziu"]	[]	["sfiducia"]	["http://liita.it/data/id/lemma/1037734"]
2270	arziu	ADV		["arziu"]	[]	["per esempio"]	[]
2271	disìu	NOUN	m	["risìu","disìu"]	[]	["desio","desiderio"]	["http://liita.it/data/id/lemma/983540","http://liita.it/data/id/lemma/983525"]
2272	arzolu	ADJ	m	["azzolu","arzolu"]	[]	["azzurro"]	["http://liita.it/data/id/lemma/1089657"]
2273	dispisari	VERB		["dispisari"]	[]	["dispendere","spendere"]	["http://liita.it/data/id/lemma/985760","http://liita.it/data/id/lemma/1041394"]
2274	arzuni	NOUN	m	["arzuni"]	[]	["manico","garzone","stalliere"]	["http://liita.it/data/id/lemma/1092592","http://liita.it/data/id/lemma/1042547","http://liita.it/data/id/lemma/1008550"]
2275	dissàpitu	ADJ	m	["dissàpitu"]	[]	["insipido"]	["http://liita.it/data/id/lemma/1002099"]
2276	asara	INTJ		["asara"]	[]	["guai"]	["http://liita.it/data/id/lemma/997163"]
2277	disterru	NOUN	m	["disterru"]	[]	["esilio"]	["http://liita.it/data/id/lemma/989730"]
2278	asca	NOUN	f	["asca"]	[]	["scheggia"]	["http://liita.it/data/id/lemma/1034803"]
2279	distirrari	VERB		["distirrari"]	[]	["disterrare"]	["http://liita.it/data/id/lemma/986125","http://liita.it/data/id/lemma/986124"]
2280	ascari	VERB		["ascari"]	[]	["spaccare"]	["http://liita.it/data/id/lemma/1040933","http://liita.it/data/id/lemma/1040934"]
2281	distridu	NOUN	m	["distridu"]	[]	["tormento"]	["http://liita.it/data/id/lemma/1047371"]
2282	ascèdiri	VERB		["ascèdiri"]	[]	["odiare"]	["http://liita.it/data/id/lemma/1015200"]
2283	filoluggìa	NOUN	f	["filuluggìa","filoluggìa"]	[]	["filologia"]	["http://liita.it/data/id/lemma/992229"]
2284	ditta	NOUN	f	["ditta"]	[]	["buona fortuna"]	[]
2285	ascempru	NOUN	m	["esempiu","isempiu","ascempru","asempiu","sempiu"]	[]	["esempio"]	["http://liita.it/data/id/lemma/989671"]
2287	divacari	VERB		["divacari"]	[]	["svuotare"]	["http://liita.it/data/id/lemma/1044872"]
2288	ascidda	NOUN	f	["ascidda","scidda"]	[]	["ascella"]	["http://liita.it/data/id/lemma/966450"]
2289	divìduu	ADJ	m	["divìduu"]	[]	["divisibile","dividuo"]	["http://liita.it/data/id/lemma/986429","http://liita.it/data/id/lemma/986461"]
2290	asciluccari	VERB		["asciluccari"]	[]	["guastarsi","sentirsi fiacco a causa dello scirocco"]	["http://liita.it/data/id/lemma/997298"]
2291	divigghia	NOUN	f	["livigghia","divigghia"]	[]	["scopa"]	["http://liita.it/data/id/lemma/1035736","http://liita.it/data/id/lemma/1035737"]
2292	asciurbari	VERB		["asciurbari"]	[]	["acciecare"]	["http://liita.it/data/id/lemma/960381"]
2293	divigghiari	VERB		["divigghiari"]	[]	["svellere","disvegliare"]	["http://liita.it/data/id/lemma/1044696","http://liita.it/data/id/lemma/986278"]
2294	asciurtatu	ADJ	m	["assurtatu","asciurtatu"]	[]	["fortunato","che ha sorte","che è favorito dalla fortuna"]	["http://liita.it/data/id/lemma/993275"]
2295	divinagghia	NOUN	f	["divinagghia"]	[]	["divinazione"]	["http://liita.it/data/id/lemma/986440"]
2296	asdrivigghiari	VERB		["asdrivigghiari"]	[]	["svegliare"]	["http://liita.it/data/id/lemma/1044680"]
2297	divinali	ADJ	m	["divinali"]	[]	["divino"]	["http://liita.it/data/id/lemma/986454"]
2298	asdrivigliari	VERB		["asdrivigliari"]	[]	["svegliare"]	["http://liita.it/data/id/lemma/1044680"]
2299	divingiari	VERB		["divingiari"]	[]	["vendicare"]	["http://liita.it/data/id/lemma/1051105"]
2300	asiniari	VERB		["asiniari"]	[]	["beffare"]	["http://liita.it/data/id/lemma/969505"]
2301	divìu	NOUN	m	["divìu"]	[]	["deviamento","disvio","svio"]	["http://liita.it/data/id/lemma/986303","http://liita.it/data/id/lemma/1044810","http://liita.it/data/id/lemma/983748"]
2302	assa	PRON	m/f	["vassa","assa"]	[]	["lei","agli marinai","voce di richiamo agli anziani"]	["http://liita.it/data/id/lemma/1005681"]
2303	doccu	NOUN	m	["doccu"]	[]	["tessuto doppio"]	[]
2304	assaccareddi	NOUN	m	["assaccareddi"]	[]	["rantoli"]	[]
2305	doglia	NOUN	f	["dogghia","doglia"]	[]	["doglia"]	["http://liita.it/data/id/lemma/986592"]
2306	assaccari	VERB		["assaccari"]	[]	["boccheggiare"]	["http://liita.it/data/id/lemma/970840"]
2307	assaccata	NOUN	f	["assaccata"]	[]	["boccheggiamento"]	["http://liita.it/data/id/lemma/970839"]
2308	donnìnnaru	NOUN	m	["donnìnnari","donnìnnaru"]	[]	["zerbinotto","persona sdolcinata"]	["http://liita.it/data/id/lemma/1053232"]
2309	assagghiari	VERB		["assagghiari"]	[]	["spaventarsi","sobbalzare per paura","impallidire","trasalire"]	["http://liita.it/data/id/lemma/998775","http://liita.it/data/id/lemma/1041231","http://liita.it/data/id/lemma/1048121"]
2310	donquànquaru	NOUN	m	["donquànquaru"]	[]	["arcifanfano"]	["http://liita.it/data/id/lemma/965825"]
2311	assagurrutu	ADJ	m	["assagurrutu"]	[]	["oppresso"]	["http://liita.it/data/id/hypolemma/27324"]
2312	doràzzia	ADV		["doràzzia"]	[]	["deo gratias"]	[]
2313	assaiari	VERB		["assaiari"]	[]	["aizzare"]	["http://liita.it/data/id/lemma/962394"]
2314	dragunara	NOUN	f	["draunara","addraunara","dragunara","ddraunara","ddragunara"]	[]	["tempesta di venti con rovescio violentissimo di acqua","tromba d'aria"]	[]
2315	assaiu	NOUN	m	["assaju","assaiu","assaggiu"]	[]	["assaggio"]	["http://liita.it/data/id/lemma/966654"]
2317	assamu	NOUN	m	["sciamu","assamu"]	[]	["sciame"]	["http://liita.it/data/id/lemma/1035118"]
2318	dromu	NOUN	m	["dromu"]	[]	["corso","via principale"]	["http://liita.it/data/id/lemma/1091004","http://liita.it/data/id/lemma/980797"]
2319	assantucchiari	VERB		["assantucchiari"]	[]	["occultare con grande cautela","nascondere bene"]	[]
2320	dù	NUM	m	["dù","rui","rù","dui"]	[]	["due"]	["http://liita.it/data/id/lemma/987157"]
2321	assantumari	VERB		["assintumari","assantumari"]	[]	["svenire","cadere in deliquio"]	["http://liita.it/data/id/lemma/1044716"]
2322	dû	ADP	m	["r'u","rô","ri lu","r'û","rû","d'o","dô","d'ô","d'u","di lu","dû","d'û","r'o","r'ô"]	[]	["del","dello"]	["http://liita.it/data/id/lemma/1091277","http://liita.it/data/id/lemma/1091292"]
2323	dû	ADP	m	["r'u","rô","ri lu","r'û","rû","d'o","dô","d'ô","d'u","di lu","dû","d'û","r'o","r'ô"]	[]	["dallo","dal"]	["http://liita.it/data/id/lemma/1091191","http://liita.it/data/id/lemma/1091187"]
2324	assardari	VERB		["assardari"]	[]	["succingersi"]	["http://liita.it/data/id/lemma/1044133"]
2325	dua	NOUN	f	["dua","duva","duga"]	[]	["doga"]	["http://liita.it/data/id/lemma/1091578"]
2326	assassunari	VERB		["assassunari"]	[]	["soffriggere"]	["http://liita.it/data/id/lemma/1039723"]
2327	dubbitiari	VERB		["dubbitiari"]	[]	["zoppicare"]	["http://liita.it/data/id/lemma/1053475"]
2328	assiari	VERB		["assiari"]	[]	["aizzare"]	["http://liita.it/data/id/lemma/962394"]
2329	dubblettu	NOUN	m	["dubbrettu","dubblettu"]	[]	["vesta lunga"]	[]
2330	assicchiari	VERB		["assicchiari"]	[]	["essere estenuato","afflitto"]	[]
2331	dubbrari	VERB		["dubbrari"]	[]	["arare di nuovo un campo","zappare attorno a un albero","scalzarlo"]	[]
2332	assiccumiari	VERB		["assiccumiari"]	[]	["risecchire"]	["http://liita.it/data/id/lemma/1031052"]
2334	assicutari	VERB		["sicutari","assicutari"]	[]	["inseguire"]	["http://liita.it/data/id/lemma/1031052"]
2335	dubbulari	VERB		["dubbulari","dubulari"]	[]	["arare di nuovo un campo"]	[]
2336	duccara	NOUN	f	["duccara"]	[]	["fico selvatico"]	[]
2337	duccariari	VERB		["duccariari"]	[]	["bacchiare","bastonare"]	["http://liita.it/data/id/lemma/968365","http://liita.it/data/id/lemma/969217"]
2338	duciura	NOUN	f	["duciura"]	[]	["dolcezza"]	["http://liita.it/data/id/lemma/986616"]
2339	dudda	NOUN	f	["dudda"]	[]	["mora"]	["http://liita.it/data/id/lemma/1012374","http://liita.it/data/id/lemma/1012375","http://liita.it/data/id/lemma/1012376","http://liita.it/data/id/lemma/1012377","http://liita.it/data/id/lemma/1012378","http://liita.it/data/id/lemma/1062233","http://liita.it/data/id/lemma/1012526"]
2342	dunàiru	NOUN	m	["dunàiru"]	[]	["passatempo"]	["http://liita.it/data/id/lemma/1018525"]
2343	dunniari	VERB		["dunniari"]	[]	["dondolarsela"]	[]
2344	duplu	ADJ	m	["duplu","dùbbulu","dùbulu","dupru"]	[]	["doppio"]	["http://liita.it/data/id/lemma/1055885"]
2345	durbu	NOUN	m	["durbu"]	[]	["platano"]	["http://liita.it/data/id/lemma/1021289"]
2347	duvi	ADV		["duvi"]	[]	["dove"]	["http://liita.it/data/id/lemma/1091632"]
2348	ê	ADP	m	["a li","alli","ê","a i"]	[]	["ai","agli"]	["http://liita.it/data/id/lemma/1089052","http://liita.it/data/id/lemma/1089064"]
2349	ê	ADP	f	["a li","alli","ê","a i"]	[]	["alle"]	["http://liita.it/data/id/lemma/1089129"]
2350	èbbica	NOUN	f	["èpuca","èbbica","èbbuca"]	[]	["epoca"]	["http://liita.it/data/id/lemma/989068"]
2352	eiu	PRON	m	["ija","jia","jo","io","iò","ju","jini","iu","eiu","eu","ioni","eju","joni","ieu","ia","jeu","ji"]	[]	["io"]	["http://liita.it/data/id/lemma/1003332"]
2353	elassu	NOUN	m	["elassu"]	[]	["spazio"]	["http://liita.it/data/id/lemma/1041255"]
2354	elettivari	VERB		["elettivari"]	[]	["scegliere"]	["http://liita.it/data/id/lemma/1034713"]
2355	assiddiiri	VERB		["assiddiiri"]	[]	["scegliere"]	["http://liita.it/data/id/lemma/1034713"]
2356	assimigghiari	VERB		["assumigghiari","assimigghiari"]	[]	["assomigliare"]	["http://liita.it/data/id/lemma//966873","http://liita.it/data/id/lemma/966873"]
2357	assiminzari	VERB		["assiminzari"]	[]	["cacciare il seme dal lino"]	[]
2358	assimipicari	VERB		["assimipicari"]	[]	["svenire"]	["http://liita.it/data/id/lemma/1044716"]
2359	assinicatu	ADJ	m	["assinicatu","assiticatu"]	[]	["assetato"]	["http://liita.it/data/id/hypolemma/22881"]
2360	assinnari	VERB		["assinnari","assignari"]	[]	["assegnare"]	["http://liita.it/data/id/lemma/966687"]
2361	assintari	VERB		["assintari"]	[]	["arruolare"]	["http://liita.it/data/id/lemma/966309"]
2362	assintinari	VERB		["assintinari"]	[]	["puzzare"]	["http://liita.it/data/id/lemma/1025311"]
2363	assipalari	VERB		["assipalari"]	[]	["chiudere con siepe"]	[]
2364	assubbagghiari	VERB		["assubbagghiari"]	[]	["tosare"]	["http://liita.it/data/id/lemma/1098949"]
2365	assuccarari	VERB		["assuccarari"]	[]	["torturare"]	["http://liita.it/data/id/lemma/1047477"]
2366	assugghiari	VERB		["assugghiari"]	[]	["aizzare"]	["http://liita.it/data/id/lemma/962394"]
2367	assulacchiari	VERB		["assulacchiari"]	[]	["esporre al sole"]	[]
2368	assulari	VERB		["assulari"]	[]	["distruggere","appianare"]	["http://liita.it/data/id/lemma/965368","http://liita.it/data/id/lemma/986211"]
2369	assulicari	VERB		["assulicari"]	[]	["esporre al sole"]	[]
2370	assulicchiari	VERB		["assulicchiari"]	[]	["esporre al sole"]	[]
2371	assumbru	NOUN	m	["assumbru","assùmmuru"]	[]	["orrore","paura"]	["http://liita.it/data/id/lemma/1018833","http://liita.it/data/id/lemma/1016361"]
2372	assumiratu	NOUN	m	["assumiratu"]	[]	["asino in senso figurato"]	[]
2373	assummari	VERB		["assummari"]	[]	["venir su"]	[]
2374	assummurari	VERB		["assummurari"]	[]	["impaurirsi"]	["http://liita.it/data/id/lemma/998866"]
2376	assuppari	VERB		["assuppari"]	[]	["inzuppare","intridere"]	["http://liita.it/data/id/lemma/1002910","http://liita.it/data/id/lemma/1003329"]
2377	assuppilatu	ADJ	m	["assuppilatu"]	[]	["disseccato"]	["http://liita.it/data/id/hypolemma/24645"]
2379	assussari	VERB		["assussari"]	[]	["aizzare","incitare"]	["http://liita.it/data/id/lemma/1000078","http://liita.it/data/id/lemma/962394"]
2380	assustari	VERB		["assustari"]	[]	["importunare"]	["http://liita.it/data/id/lemma/999229"]
2381	assuzzari	VERB		["assuzzari"]	[]	["pareggiare"]	["http://liita.it/data/id/lemma/1095511"]
2382	astimari	VERB		["astimari"]	[]	["imprecare","maledire","bestemmiare"]	["http://liita.it/data/id/lemma/969860","http://liita.it/data/id/lemma/999262","http://liita.it/data/id/lemma/1008074"]
2383	àstracu	NOUN	m	["àstricu","àstracu","àstrucu"]	[]	["lastrico","terrazza"]	["http://liita.it/data/id/lemma/1005199","http://liita.it/data/id/lemma/1098790"]
2384	astutari	VERB		["astutari","assutari","stutari"]	[]	["spegnere","spengere"]	["http://liita.it/data/id/lemma/1041353"]
2387	attabbunatu	ADJ	m	["attabbunatu"]	[]	["sornione","intrattabile"]	["http://liita.it/data/id/lemma/1040435","http://liita.it/data/id/lemma/1002878"]
2388	attabbusciu	NOUN	m	["attabbusciu"]	[]	["pannello per pulire lavori in metallo"]	[]
2389	attaccari	VERB		["attaccari"]	[]	["attaccare","legare"]	["http://liita.it/data/id/lemma/1093764","http://liita.it/data/id/lemma/967169","http://liita.it/data/id/lemma/1005608"]
2390	attaciu	NOUN	m	["attaciu"]	[]	["desiderio intenso"]	[]
2391	attagnari	VERB		["attagnari"]	[]	["ristagnare del sangue"]	[]
2392	attangari	VERB		["attangari"]	[]	["puntellare"]	["http://liita.it/data/id/lemma/1025139"]
2393	attapanciari	VERB		["attapanciari"]	[]	["afferrare","catturare","ammanettare"]	["http://liita.it/data/id/lemma/961668","http://liita.it/data/id/lemma/963457","http://liita.it/data/id/lemma/974904"]
2394	attapari	VERB		["attapari"]	[]	["tappare","ostruire","turare","chiudere","tamponare"]	["http://liita.it/data/id/lemma/976229","http://liita.it/data/id/lemma/1045328","http://liita.it/data/id/lemma/1049337","http://liita.it/data/id/lemma/1045231","http://liita.it/data/id/lemma/1016734"]
2395	attaragnari	VERB		["attaragnari"]	[]	["assiderare"]	["http://liita.it/data/id/lemma/966775"]
2396	attargiari	VERB		["attargiari"]	[]	["oltraggiare"]	["http://liita.it/data/id/lemma/1015521"]
2397	attarusari	VERB		["attarusari"]	[]	["mozzare","scapitozzare","scapitozzolare","cimare","scamozzare"]	["http://liita.it/data/id/lemma/1090633","http://liita.it/data/id/lemma/1097360","http://liita.it/data/id/lemma/1097370","http://liita.it/data/id/lemma/1012795"]
2398	attassari	VERB		["attassari"]	[]	["agghiacciare","irrigidirsi","assiderare"]	["http://liita.it/data/id/lemma/961149","http://liita.it/data/id/lemma/961981","http://liita.it/data/id/lemma/966775","http://liita.it/data/id/lemma/1003923"]
2399	attematicari	VERB		["attematicari"]	[]	["ostinarsi"]	["http://liita.it/data/id/lemma/1016712"]
2400	attempurari	VERB		["attempurari"]	[]	["far durare"]	[]
2401	attentu	ADJ	m	["attentu","attientu"]	[]	["attento"]	["http://liita.it/data/id/lemma/967220"]
2403	attigghiari	VERB		["attigghiari"]	[]	["solleticare"]	["http://liita.it/data/id/lemma/1039963"]
2404	attimpari	VERB		["attimpari"]	[]	["durare","invecchiare"]	["http://liita.it/data/id/lemma/987236","http://liita.it/data/id/lemma/1003093"]
2405	attimpuni	NOUN	m	["attimpuni"]	[]	["denunziatore"]	["http://liita.it/data/id/lemma/983230"]
2406	attimugnari	VERB		["attimugnari"]	[]	["abbicare"]	["http://liita.it/data/id/lemma/959925"]
2407	attinchiari	VERB		["attinchiari"]	[]	["indugiare","riempire il ventre"]	["http://liita.it/data/id/lemma/1000807"]
2408	attintari	VERB		["attintari"]	[]	["origliare","ascoltare con attenzione","ma di nascosto"]	["http://liita.it/data/id/lemma/1016248"]
2409	attinticari	VERB		["attinticari"]	[]	["origliare"]	["http://liita.it/data/id/lemma/1016248"]
2410	attipanari	VERB		["attipanari"]	[]	["rimpinzarsi"]	["http://liita.it/data/id/lemma/1029888"]
2411	attipari	VERB		["attipari"]	[]	["riempire"]	["http://liita.it/data/id/lemma/1029137"]
2412	attirantari	VERB		["attirantari"]	[]	["stirare","tendere"]	["http://liita.it/data/id/lemma/1046028","http://liita.it/data/id/lemma/1043097"]
2413	attisari	VERB		["attisari"]	[]	["tendere"]	["http://liita.it/data/id/lemma/1046028"]
2414	attitari	VERB		["attitari"]	[]	["redigere atti notarili","rogare"]	["http://liita.it/data/id/lemma/1031887"]
2415	attorna	ADV		["attorna"]	[]	["di nuovo","nuovamente","un'altra volta"]	["http://liita.it/data/id/hypolemma/49927"]
2416	attrantari	VERB		["attrantari"]	[]	["tendere"]	["http://liita.it/data/id/lemma/1046028"]
2417	attrappari	VERB		["attrappari"]	[]	["afferrare","arraffare","sorprendere","attrappare"]	["http://liita.it/data/id/lemma/1040450","http://liita.it/data/id/lemma/961668","http://liita.it/data/id/lemma/967332","http://liita.it/data/id/lemma/966139"]
2418	attrassari	VERB		["attrassari"]	[]	["indugiare"]	["http://liita.it/data/id/lemma/1000807"]
2419	attrassu	NOUN	m	["attrassu"]	[]	["ritardo"]	["http://liita.it/data/id/lemma/1031393"]
2420	attrinciari	VERB		["attrinciari"]	[]	["afferrare"]	["http://liita.it/data/id/lemma/961668"]
2421	attrisagghia	NOUN	f	["attrisagghia"]	[]	["solletico"]	["http://liita.it/data/id/lemma/1039964"]
2422	attrisagghiari	VERB		["attrisagghiari"]	[]	["solleticare"]	["http://liita.it/data/id/lemma/1039963"]
2423	attrivimentu	NOUN	m	["attrivimentu"]	[]	["ardimento"]	["http://liita.it/data/id/lemma/965870"]
2424	attriviri	VERB		["attriviri"]	[]	["osare"]	["http://liita.it/data/id/lemma/1016465"]
2425	attrivitu	ADJ	m	["attrivitu"]	[]	["audace","coraggioso"]	["http://liita.it/data/id/lemma/967395","http://liita.it/data/id/lemma/980400"]
2427	attuppari	VERB		["attuppari"]	[]	["tappare","ostruire","turare","chiudere","tamponare"]	["http://liita.it/data/id/lemma/976229","http://liita.it/data/id/lemma/1045328","http://liita.it/data/id/lemma/1049337","http://liita.it/data/id/lemma/1045231","http://liita.it/data/id/lemma/1016734"]
2428	attuppateddu	NOUN	m	["attuppateddu"]	[]	["lumaca in letargo con la bocca velata"]	[]
2429	atturillari	VERB		["atturillari"]	[]	["rissare"]	["http://liita.it/data/id/lemma/1031267"]
2430	atturrari	VERB		["atturrari"]	[]	["abbrustolire"]	["http://liita.it/data/id/lemma/960048"]
2431	auccisagghia	NOUN	f	["auccisagghia"]	[]	["strage","eccidio","massacro"]	["http://liita.it/data/id/lemma/1043376","http://liita.it/data/id/lemma/987369","http://liita.it/data/id/lemma/1009201"]
2433	augi	NOUN		["auggi","augi"]	[]	["trogolo"]	["http://liita.it/data/id/lemma/1061176"]
2434	auliva	NOUN	f	["aliva","auliva","oliva","uliva"]	[]	["oliva","uliva"]	["http://liita.it/data/id/lemma/1058308","http://liita.it/data/id/lemma/1058307"]
9047	aùmmaru	NOUN	m	["aùmmaru"]	[]	["ciliegio marino","corbezzolo"]	["http://liita.it/data/id/lemma/980447"]
2438	auteru	ADJ	m	["alteru","oteru","auteru"]	[]	["altero"]	["http://liita.it/data/id/lemma/963113"]
2440	àutu	ADJ	m	["iàutu","àutu","otu","atu","jàvutu","àvutu","jàutu","gàutu","iàvutu"]	[]	["alto"]	["http://liita.it/data/id/lemma/1053829"]
2441	avali	ADJ	m	["ugguali","uguali","avali","aguali","iguali","agguali","equali"]	[]	["eguale","uguale"]	["http://liita.it/data/id/lemma/1049667"]
2442	avantarsira	ADV		["avant'arsira","avantarsira"]	[]	["l'altro ieri sera"]	[]
2443	avantirazzu	ADV		["avantirazzu"]	[]	["un po' prima d'avantieri"]	[]
2444	avarari	VERB		["avarari"]	[]	["vacillare"]	["http://liita.it/data/id/lemma/1050440"]
2445	avintari	VERB		["avintari"]	[]	["scoprire"]	["http://liita.it/data/id/lemma/1035791"]
2446	aviri	VERB		["aviri"]	[]	["avere"]	["http://liita.it/data/id/lemma/967949"]
2447	avirnari	VERB		["avirnari"]	[]	["sfringuellare"]	["http://liita.it/data/id/lemma/1037954"]
2448	avirseriu	NOUN	m	["virseriu","avirseriu"]	[]	["diavolo"]	["http://liita.it/data/id/lemma/983960"]
2454	azazeri	NOUN	m	["azazeri"]	[]	["giocatore di dadi"]	[]
2455	azzaccagnatu	ADJ	m	["azzaccagnatu"]	[]	["malaticcio","malconcio","guasto","accoltellato"]	["http://liita.it/data/id/lemma/1008007","http://liita.it/data/id/lemma/1008039","http://liita.it/data/id/hypolemma/25450","http://liita.it/data/id/hypolemma/22155"]
2456	azzaccanari	VERB		["azzaccanari"]	[]	["chiudere il bestiame nel gagno"]	[]
2457	azzagariari	VERB		["azzagariari"]	[]	["essere in fioritura"]	[]
2458	azzanìa	ADV		["azzanìa"]	[]	["anche"]	["http://liita.it/data/id/lemma/1089255"]
2459	azzarbari	VERB		["azzarbari"]	[]	["mettere le ulive nel serbatoio"]	[]
2460	azzariari	VERB		["azzariari"]	[]	["acciaiare"]	["http://liita.it/data/id/lemma/960504"]
2461	azzariatu	ADJ	m	["azzariatu"]	[]	["che è diventato duro come l'acciaio"]	[]
2462	azzaru	NOUN	m	["azzaru","acciaru"]	[]	["acciaio"]	["http://liita.it/data/id/lemma/960507"]
2463	azzazzari	VERB		["azzazzari"]	[]	["assaggiare"]	["http://liita.it/data/id/lemma/966651"]
2464	azzentu	NOUN	m	["accentu","azzentu"]	[]	["accento"]	["http://liita.it/data/id/lemma/960416"]
2465	azziccagnari	VERB		["azziccagnari"]	[]	["azzeccare","colpire"]	["http://liita.it/data/id/lemma/968248","http://liita.it/data/id/lemma/978015"]
2466	azziccari	VERB		["azziccari"]	[]	["azzeccare","colpire"]	["http://liita.it/data/id/lemma/968248","http://liita.it/data/id/lemma/978015"]
2467	azziddarari	VERB		["azziddarari"]	[]	["impaurirsi","gioire","pungere"]	["http://liita.it/data/id/lemma/998866","http://liita.it/data/id/lemma/1025088","http://liita.it/data/id/lemma/995793"]
2468	azziddari	VERB		["azziddari","azziddicari"]	[]	["rabbrividire"]	["http://liita.it/data/id/lemma/1025837"]
2469	azziddia	NOUN	f	["azziddia","azziddica"]	[]	["abrotano"]	["http://liita.it/data/id/lemma/960199"]
2471	azzimmari	VERB		["azzimmari"]	[]	["cimare i panni"]	[]
2472	azzitari	VERB		["azzitari"]	[]	["promettersi sposo"]	[]
2473	azzizzari	VERB		["azzizzari"]	[]	["acconciare","adornare"]	["http://liita.it/data/id/lemma/960643","http://liita.it/data/id/lemma/961380"]
2475	azzubbunari	VERB		["azzubbunari"]	[]	["sopraffare"]	["http://liita.it/data/id/lemma/1040220"]
2476	ntrubulari	VERB		["ntrubuliari","ntrubulari","ntrubbulari","ntrubbuliari"]	[]	["intorbidire"]	["http://liita.it/data/id/lemma/1002792"]
2477	azzuccari	VERB		["azzuccari"]	[]	["allignare"]	["http://liita.it/data/id/lemma/962880"]
2478	ntruccari	VERB		["ntruccari"]	[]	["colpire con la propria boccia quella dell'avversario"]	[]
2479	azzuddarari	VERB		["azzuddari","azzuddarari"]	[]	["inzaccherare","imbrattare"]	["http://liita.it/data/id/lemma/1003300","http://liita.it/data/id/lemma/998392"]
